cleaned_full_text,indexed_text
tinggal mikir gmn caranya tgl sore w bisa pulang kerja dengan lancar nasib tinggal deket senayan kalo ada event gededemo kebagian macet sama hikmahnya doang ya kadang kebagian jalur busway diblock,[0]tinggal [1]mikir [2]gmn [3]caranya [4]tgl [5]sore [6]w [7]bisa [8]pulang [9]kerja [10]dengan [11]lancar [12]nasib [13]tinggal [14]deket [15]senayan [16]kalo [17]ada [18]event [19]gededemo [20]kebagian [21]macet [22]sama [23]hikmahnya [24]doang [25]ya [26]kadang [27]kebagian [28]jalur [29]busway [30]diblock
tggu menit rute anterean dah panjang gini dan akan terus bertambah selalu begini jan segini diulang terus tembusan,[0]tggu [1]menit [2]rute [3]anterean [4]dah [5]panjang [6]gini [7]dan [8]akan [9]terus [10]bertambah [11]selalu [12]begini [13]jan [14]segini [15]diulang [16]terus [17]tembusan
nahh dari sini kita belajar cekcok sesama pengendara motor gegara merokok sambil berkendara itu tidak baik apalagi dijalur busway cr dm wargagadingserpong gadingserpong tangerang viral bikinrame socialclub fypage fyp busway perokok merokok,[0]nahh [1]dari [2]sini [3]kita [4]belajar [5]cekcok [6]sesama [7]pengendara [8]motor [9]gegara [10]merokok [11]sambil [12]berkendara [13]itu [14]tidak [15]baik [16]apalagi [17]dijalur [18]busway [19]cr [20]dm [21]wargagadingserpong [22]gadingserpong [23]tangerang [24]viral [25]bikinrame [26]socialclub [27]fypage [28]fyp [29]busway [30]perokok [31]merokok
naik transjakarta tuh sebenernya enak banget yaa,[0]naik [1]transjakarta [2]tuh [3]sebenernya [4]enak [5]banget [6]yaa
angele tj te fou de ma gueke ceremoniedecloture,[0]angele [1]tj [2]te [3]fou [4]de [5]ma [6]gueke [7]ceremoniedecloture
pajak itu soal mati hidup nya anak dan isteri soal putus tidak nya sekolah anak stiker di busway jakarta juga bertebaran diangkutan umum gerakan menolak ppn sepertinya sulit di hentikan tolakppn,[0]pajak [1]itu [2]soal [3]mati [4]hidup [5]nya [6]anak [7]dan [8]isteri [9]soal [10]putus [11]tidak [12]nya [13]sekolah [14]anak [15]stiker [16]di [17]busway [18]jakarta [19]juga [20]bertebaran [21]diangkutan [22]umum [23]gerakan [24]menolak [25]ppn [26]sepertinya [27]sulit [28]di [29]hentikan [30]tolakppn
btw anyway busway this day is my birthday aku sedih tiap ulang tahun sebenernya tauu tapi tahun ini aku di sini rasanya seneng dan bersyukur banget bisa nulis dan ketemu kalian makasih banyak waktu yg udh kalian luangin untuk baca tulisanku yaa,[0]btw [1]anyway [2]busway [3]this [4]day [5]is [6]my [7]birthday [8]aku [9]sedih [10]tiap [11]ulang [12]tahun [13]sebenernya [14]tauu [15]tapi [16]tahun [17]ini [18]aku [19]di [20]sini [21]rasanya [22]seneng [23]dan [24]bersyukur [25]banget [26]bisa [27]nulis [28]dan [29]ketemu [30]kalian [31]makasih [32]banyak [33]waktu [34]yg [35]udh [36]kalian [37]luangin [38]untuk [39]baca [40]tulisanku [41]yaa
min kok v yg ke ragunan lama bener jam segini udh menit ga lewat,[0]min [1]kok [2]v [3]yg [4]ke [5]ragunan [6]lama [7]bener [8]jam [9]segini [10]udh [11]menit [12]ga [13]lewat
transjakarta resmikan halte cawang sentral polypaint bacadibj beritajakarta dkijakarta jaki welovejakarta,[0]transjakarta [1]resmikan [2]halte [3]cawang [4]sentral [5]polypaint [6]bacadibj [7]beritajakarta [8]dkijakarta [9]jaki [10]welovejakarta
setengah jam busway ini blm jalan jg ya gua uda haus banget banget,[0]setengah [1]jam [2]busway [3]ini [4]blm [5]jalan [6]jg [7]ya [8]gua [9]uda [10]haus [11]banget [12]banget
pria bertopi adang bus transjakarta sambil bawa sajam mobilnya masuk jalur busway,[0]pria [1]bertopi [2]adang [3]bus [4]transjakarta [5]sambil [6]bawa [7]sajam [8]mobilnya [9]masuk [10]jalur [11]busway
guys plis baca deh transjakarta koridor satu bakal dihapus gila lu heru budi,[0]guys [1]plis [2]baca [3]deh [4]transjakarta [5]koridor [6]satu [7]bakal [8]dihapus [9]gila [10]lu [11]heru [12]budi
org knp yaa enak bgt main pake jalur busway jelas itu bukan buat minibus,[0]org [1]knp [2]yaa [3]enak [4]bgt [5]main [6]pake [7]jalur [8]busway [9]jelas [10]itu [11]bukan [12]buat [13]minibus
memang paok padahal jalur asli dia lancar ngapa lu milih ngelanggar aturan demi kejebak macet di jalur busway bodohnye,[0]memang [1]paok [2]padahal [3]jalur [4]asli [5]dia [6]lancar [7]ngapa [8]lu [9]milih [10]ngelanggar [11]aturan [12]demi [13]kejebak [14]macet [15]di [16]jalur [17]busway [18]bodohnye
kok org pada kuat ya tiap hari naik busway di rush hour pulang kerja desekkan gue naik busway sebulan sekali aja pengen nangis rasanya,[0]kok [1]org [2]pada [3]kuat [4]ya [5]tiap [6]hari [7]naik [8]busway [9]di [10]rush [11]hour [12]pulang [13]kerja [14]desekkan [15]gue [16]naik [17]busway [18]sebulan [19]sekali [20]aja [21]pengen [22]nangis [23]rasanya
naik busway jalur atas sambil bengong liatin city light itu nikmat bgtt,[0]naik [1]busway [2]jalur [3]atas [4]sambil [5]bengong [6]liatin [7]city [8]light [9]itu [10]nikmat [11]bgtt
hai admin dr csw ke unj di rawamangun rutenya bagaimana ya,[0]hai [1]admin [2]dr [3]csw [4]ke [5]unj [6]di [7]rawamangun [8]rutenya [9]bagaimana [10]ya
charge hp di transjakarta ga ngaruh ga nambah pun,[0]charge [1]hp [2]di [3]transjakarta [4]ga [5]ngaruh [6]ga [7]nambah [8]pun
hari ini kan krl mrt transjakarta tarif rp tolong dong spill tempat yg bakal rame banget misal kaya kemarin pas hut tni hindari arah juandamonas,[0]hari [1]ini [2]kan [3]krl [4]mrt [5]transjakarta [6]tarif [7]rp [8]tolong [9]dong [10]spill [11]tempat [12]yg [13]bakal [14]rame [15]banget [16]misal [17]kaya [18]kemarin [19]pas [20]hut [21]tni [22]hindari [23]arah [24]juandamonas
dari halte univ pancasila kalo mau ke bpsdm kemendagri naik rute apa ya,[0]dari [1]halte [2]univ [3]pancasila [4]kalo [5]mau [6]ke [7]bpsdm [8]kemendagri [9]naik [10]rute [11]apa [12]ya
niatnya mau bobo di busway eh gak dapet kursi,[0]niatnya [1]mau [2]bobo [3]di [4]busway [5]eh [6]gak [7]dapet [8]kursi
kata gua klo di jis sekiranya merasa busway susah lu ikut trip dah gue kaga boong ngetrip konser lebih enak,[0]kata [1]gua [2]klo [3]di [4]jis [5]sekiranya [6]merasa [7]busway [8]susah [9]lu [10]ikut [11]trip [12]dah [13]gue [14]kaga [15]boong [16]ngetrip [17]konser [18]lebih [19]enak
ada ajeee gue dimarahin ibu di busway gara ga denger dia nyuruh buat gue ngoper emoney dia buat tap out w lagi bales chat buuuu etdah masih banyak juga yg bisa dimintain tolong ini busway nya penuh kok yehhh,[0]ada [1]ajeee [2]gue [3]dimarahin [4]ibu [5]di [6]busway [7]gara [8]ga [9]denger [10]dia [11]nyuruh [12]buat [13]gue [14]ngoper [15]emoney [16]dia [17]buat [18]tap [19]out [20]w [21]lagi [22]bales [23]chat [24]buuuu [25]etdah [26]masih [27]banyak [28]juga [29]yg [30]bisa [31]dimintain [32]tolong [33]ini [34]busway [35]nya [36]penuh [37]kok [38]yehhh
kulkasku dateng ko jd pngen turun dr busway terus naik gojek ajawkwk gila eni emang gila,[0]kulkasku [1]dateng [2]ko [3]jd [4]pngen [5]turun [6]dr [7]busway [8]terus [9]naik [10]gojek [11]ajawkwk [12]gila [13]eni [14]emang [15]gila
ini kalo aku ketemu anime secakep ini di busway aku udh mimisan lebih tepatnya meninggal ditempat,[0]ini [1]kalo [2]aku [3]ketemu [4]anime [5]secakep [6]ini [7]di [8]busway [9]aku [10]udh [11]mimisan [12]lebih [13]tepatnya [14]meninggal [15]ditempat
kalau sobat jakarta mau ngopi dengan view bundaran hi coba deh dateng ke kafe ini apalagi lokasinya mudah diakses dengan transportasi umum mulai dari transjakarta sampai mrt jakarta selengkapnya,[0]kalau [1]sobat [2]jakarta [3]mau [4]ngopi [5]dengan [6]view [7]bundaran [8]hi [9]coba [10]deh [11]dateng [12]ke [13]kafe [14]ini [15]apalagi [16]lokasinya [17]mudah [18]diakses [19]dengan [20]transportasi [21]umum [22]mulai [23]dari [24]transjakarta [25]sampai [26]mrt [27]jakarta [28]selengkapnya
ajaib bgt ini ibu depan gw sama ngantri busway tp tbtb dia didepan gw,[0]ajaib [1]bgt [2]ini [3]ibu [4]depan [5]gw [6]sama [7]ngantri [8]busway [9]tp [10]tbtb [11]dia [12]didepan [13]gw
halo min rute untuk ke rskgm fkg ui dari puribeta gimana ya min untuk besok pagi,[0]halo [1]min [2]rute [3]untuk [4]ke [5]rskgm [6]fkg [7]ui [8]dari [9]puribeta [10]gimana [11]ya [12]min [13]untuk [14]besok [15]pagi
yang biasanya di kawal pake ninuninu mana ngerasain pake transport umum kalo mau cabut fasilitas mobil mevvahhh nya wajib naik krlmrtlrttj ini baru adil,[0]yang [1]biasanya [2]di [3]kawal [4]pake [5]ninuninu [6]mana [7]ngerasain [8]pake [9]transport [10]umum [11]kalo [12]mau [13]cabut [14]fasilitas [15]mobil [16]mevvahhh [17]nya [18]wajib [19]naik [20]krlmrtlrttj [21]ini [22]baru [23]adil
ini bus telolet udah berisik pagipagi belum juga jam lewat jalur busway lagi benerbener,[0]ini [1]bus [2]telolet [3]udah [4]berisik [5]pagipagi [6]belum [7]juga [8]jam [9]lewat [10]jalur [11]busway [12]lagi [13]benerbener
baru cek riwayat emoney padahal hanya sekali tap in dan tap out di tgl masih normal kok di tgl dan kepotong dua kali ya atau memang sekarang begini,[0]baru [1]cek [2]riwayat [3]emoney [4]padahal [5]hanya [6]sekali [7]tap [8]in [9]dan [10]tap [11]out [12]di [13]tgl [14]masih [15]normal [16]kok [17]di [18]tgl [19]dan [20]kepotong [21]dua [22]kali [23]ya [24]atau [25]memang [26]sekarang [27]begini
kali ini gw gak boleh salah naik busway sampai nyasar lagi dehh,[0]kali [1]ini [2]gw [3]gak [4]boleh [5]salah [6]naik [7]busway [8]sampai [9]nyasar [10]lagi [11]dehh
baru aj tak bilang aku lagi di busway langsung mellow rasanya hzmzmzzzz terima kasih brow axel ku yang sangat diriku cinta semoga kebahagiaan kecil yang ditebarkan berbalik ke dirimu ya kakak abang brow axel ku syg axelots axel,[0]baru [1]aj [2]tak [3]bilang [4]aku [5]lagi [6]di [7]busway [8]langsung [9]mellow [10]rasanya [11]hzmzmzzzz [12]terima [13]kasih [14]brow [15]axel [16]ku [17]yang [18]sangat [19]diriku [20]cinta [21]semoga [22]kebahagiaan [23]kecil [24]yang [25]ditebarkan [26]berbalik [27]ke [28]dirimu [29]ya [30]kakak [31]abang [32]brow [33]axel [34]ku [35]syg [36]axelots [37]axel
ternyata naik tj sebelum jam pagi tuh cuman ribuu total pp hari ini cmn gojek gue cant relate alias pp k badjingan,[0]ternyata [1]naik [2]tj [3]sebelum [4]jam [5]pagi [6]tuh [7]cuman [8]ribuu [9]total [10]pp [11]hari [12]ini [13]cmn [14]gojek [15]gue [16]cant [17]relate [18]alias [19]pp [20]k [21]badjingan
ternyata bener ada yg pas tap out malah kepotong lagi saldonya gue ngalamin sendiri cek histori transaksi jg keliatan emang bayar x yaa cuma rp sih tapi ya gimana yaa hehe,[0]ternyata [1]bener [2]ada [3]yg [4]pas [5]tap [6]out [7]malah [8]kepotong [9]lagi [10]saldonya [11]gue [12]ngalamin [13]sendiri [14]cek [15]histori [16]transaksi [17]jg [18]keliatan [19]emang [20]bayar [21]x [22]yaa [23]cuma [24]rp [25]sih [26]tapi [27]ya [28]gimana [29]yaa [30]hehe
hai min tlg dong utk titik yg sepi penumpang petugas tetap buka pintuampturun cek apakah ada penumpang mau naik pengalamanku pagi ini naik n bis berhenti tp petugas g buka pintu dan turun pdhl sy lg lari ngejar bisny alhasil ketinggalan pdhl jam brkgt kerja,[0]hai [1]min [2]tlg [3]dong [4]utk [5]titik [6]yg [7]sepi [8]penumpang [9]petugas [10]tetap [11]buka [12]pintuampturun [13]cek [14]apakah [15]ada [16]penumpang [17]mau [18]naik [19]pengalamanku [20]pagi [21]ini [22]naik [23]n [24]bis [25]berhenti [26]tp [27]petugas [28]g [29]buka [30]pintu [31]dan [32]turun [33]pdhl [34]sy [35]lg [36]lari [37]ngejar [38]bisny [39]alhasil [40]ketinggalan [41]pdhl [42]jam [43]brkgt [44]kerja
dear kejadian ini ini terulang kembali hari ini saya kembali menggunakan qr untuk transaksi pembelian tiket tj yang rencananya saya akan gunakan di halte puribbeta alhasil qr kembali susah digunakan dan tidak ada satupun pramusapa yang standby di pintu masuk,[0]dear [1]kejadian [2]ini [3]ini [4]terulang [5]kembali [6]hari [7]ini [8]saya [9]kembali [10]menggunakan [11]qr [12]untuk [13]transaksi [14]pembelian [15]tiket [16]tj [17]yang [18]rencananya [19]saya [20]akan [21]gunakan [22]di [23]halte [24]puribbeta [25]alhasil [26]qr [27]kembali [28]susah [29]digunakan [30]dan [31]tidak [32]ada [33]satupun [34]pramusapa [35]yang [36]standby [37]di [38]pintu [39]masuk
wdyt abis nangis di lrt lalu nangis di busway,[0]wdyt [1]abis [2]nangis [3]di [4]lrt [5]lalu [6]nangis [7]di [8]busway
pen bikin yutup isinya jalan kaki di halte busway,[0]pen [1]bikin [2]yutup [3]isinya [4]jalan [5]kaki [6]di [7]halte [8]busway
kecewa btul telat naik kereta garagara krl tj priok tadi pagi sekitar jam ada gangguan operasional nunggu sampe setengah jam lebih padahal sudah jalan dari rumah cukup pagi,[0]kecewa [1]btul [2]telat [3]naik [4]kereta [5]garagara [6]krl [7]tj [8]priok [9]tadi [10]pagi [11]sekitar [12]jam [13]ada [14]gangguan [15]operasional [16]nunggu [17]sampe [18]setengah [19]jam [20]lebih [21]padahal [22]sudah [23]jalan [24]dari [25]rumah [26]cukup [27]pagi
bjir naik busway lama udh bawa laptop sama baju olga ternyata ada kunjungan,[0]bjir [1]naik [2]busway [3]lama [4]udh [5]bawa [6]laptop [7]sama [8]baju [9]olga [10]ternyata [11]ada [12]kunjungan
pramusapa di transjakarta cerdas abis kang ridwan bawa solusi buat semua warga satu putaran menang kang emil amiiin,[0]pramusapa [1]di [2]transjakarta [3]cerdas [4]abis [5]kang [6]ridwan [7]bawa [8]solusi [9]buat [10]semua [11]warga [12]satu [13]putaran [14]menang [15]kang [16]emil [17]amiiin
lalinsonora ada bus tj menabrak seperator busway di jl gunung sahari dari senen arah ancol setelah traffic light jembatan merah via janli kusnadi,[0]lalinsonora [1]ada [2]bus [3]tj [4]menabrak [5]seperator [6]busway [7]di [8]jl [9]gunung [10]sahari [11]dari [12]senen [13]arah [14]ancol [15]setelah [16]traffic [17]light [18]jembatan [19]merah [20]via [21]janli [22]kusnadi
jakarta dan langit orange yang tidak rapih rute busway velbak jakarta,[0]jakarta [1]dan [2]langit [3]orange [4]yang [5]tidak [6]rapih [7]rute [8]busway [9]velbak [10]jakarta
ngambil kartu busway yg keambil apaan,[0]ngambil [1]kartu [2]busway [3]yg [4]keambil [5]apaan
interesting diary session tj bbnaija bbnaijas,[0]interesting [1]diary [2]session [3]tj [4]bbnaija [5]bbnaijas
maap subuh ngamok krn semalem energi w udh abis pagi nyampe di jkt sore perjalanan ke bandara pake drama hampir ketinggalan ka bandara gegara ojol goblok w minta buru malah masuk jalur busway udh berdoa semoga lancar cepet dimudahkan ga chaos malah ketemu byk setan,[0]maap [1]subuh [2]ngamok [3]krn [4]semalem [5]energi [6]w [7]udh [8]abis [9]pagi [10]nyampe [11]di [12]jkt [13]sore [14]perjalanan [15]ke [16]bandara [17]pake [18]drama [19]hampir [20]ketinggalan [21]ka [22]bandara [23]gegara [24]ojol [25]goblok [26]w [27]minta [28]buru [29]malah [30]masuk [31]jalur [32]busway [33]udh [34]berdoa [35]semoga [36]lancar [37]cepet [38]dimudahkan [39]ga [40]chaos [41]malah [42]ketemu [43]byk [44]setan
menyamakan art dgn bus transjakarta adalah pembodohan kalo tj bisa ga tanpa awak,[0]menyamakan [1]art [2]dgn [3]bus [4]transjakarta [5]adalah [6]pembodohan [7]kalo [8]tj [9]bisa [10]ga [11]tanpa [12]awak
selamat pagi dunia udah ketinggalan tj aja gue,[0]selamat [1]pagi [2]dunia [3]udah [4]ketinggalan [5]tj [6]aja [7]gue
min saya sudah dua kali topup kartu busway gagal dan ga dikembalikan uangnya karena claim dari pihak mandiri katanya sudah di tf ke pihak vendor yg mana dari pt transjakarta itu saya harus konfirmasi kemana ya agar dananya kembali,[0]min [1]saya [2]sudah [3]dua [4]kali [5]topup [6]kartu [7]busway [8]gagal [9]dan [10]ga [11]dikembalikan [12]uangnya [13]karena [14]claim [15]dari [16]pihak [17]mandiri [18]katanya [19]sudah [20]di [21]tf [22]ke [23]pihak [24]vendor [25]yg [26]mana [27]dari [28]pt [29]transjakarta [30]itu [31]saya [32]harus [33]konfirmasi [34]kemana [35]ya [36]agar [37]dananya [38]kembali
cobaa tolong minta supir tj kalo bawa bis jangan suka ngerem mendadak ato dikit ngerem jalan ngerem jalan tangan sakit pas turun kalo lagi diri gara nahan badan,[0]cobaa [1]tolong [2]minta [3]supir [4]tj [5]kalo [6]bawa [7]bis [8]jangan [9]suka [10]ngerem [11]mendadak [12]ato [13]dikit [14]ngerem [15]jalan [16]ngerem [17]jalan [18]tangan [19]sakit [20]pas [21]turun [22]kalo [23]lagi [24]diri [25]gara [26]nahan [27]badan
this could be improved di cawang sentral posisi musholanya agak sulit dicari krn pintunya ga langsung menghadap koridor jadi kalau gaada identifiernya jadi susah wkwk apalagi ngebedain yang pria dan wanita at least bisa pakai yang ditetapkan jaklingko,[0]this [1]could [2]be [3]improved [4]di [5]cawang [6]sentral [7]posisi [8]musholanya [9]agak [10]sulit [11]dicari [12]krn [13]pintunya [14]ga [15]langsung [16]menghadap [17]koridor [18]jadi [19]kalau [20]gaada [21]identifiernya [22]jadi [23]susah [24]wkwk [25]apalagi [26]ngebedain [27]yang [28]pria [29]dan [30]wanita [31]at [32]least [33]bisa [34]pakai [35]yang [36]ditetapkan [37]jaklingko
arah pinang ranti serius jadwal datangnya segini,[0]arah [1]pinang [2]ranti [3]serius [4]jadwal [5]datangnya [6]segini
ternyata lift busway sering eror apalagi koridor rekor erornya bisa banyak banget,[0]ternyata [1]lift [2]busway [3]sering [4]eror [5]apalagi [6]koridor [7]rekor [8]erornya [9]bisa [10]banyak [11]banget
kmk udh liat org nunggu di bustop tp malah ambil jalur kanan min,[0]kmk [1]udh [2]liat [3]org [4]nunggu [5]di [6]bustop [7]tp [8]malah [9]ambil [10]jalur [11]kanan [12]min
halo min rute c masih beroperasi kan ya dia non brt ya dr depan unj pemuda bisa kah ke bunsen thankyou,[0]halo [1]min [2]rute [3]c [4]masih [5]beroperasi [6]kan [7]ya [8]dia [9]non [10]brt [11]ya [12]dr [13]depan [14]unj [15]pemuda [16]bisa [17]kah [18]ke [19]bunsen [20]thankyou
betulan first post tolong banget ya untuk revisi gate h bundaran senayan dan tetangganya ke bus ini adalah mereka yng ramai dipakai setiap sore selalu dorong dorongan mode binatang terlihat ada beberapa gate yng di huni bus aja seperti kota,[0]betulan [1]first [2]post [3]tolong [4]banget [5]ya [6]untuk [7]revisi [8]gate [9]h [10]bundaran [11]senayan [12]dan [13]tetangganya [14]ke [15]bus [16]ini [17]adalah [18]mereka [19]yng [20]ramai [21]dipakai [22]setiap [23]sore [24]selalu [25]dorong [26]dorongan [27]mode [28]binatang [29]terlihat [30]ada [31]beberapa [32]gate [33]yng [34]di [35]huni [36]bus [37]aja [38]seperti [39]kota
halo sobatdamri damri bersinergi dengan transjakarta dengan menyediakan bus listrik sebagai moda transportasi pendukung mobilitas tamu negara selama prosesi pelantikan damriindonesiamaju ayonaikdamri damri damritakesyoueverywhere,[0]halo [1]sobatdamri [2]damri [3]bersinergi [4]dengan [5]transjakarta [6]dengan [7]menyediakan [8]bus [9]listrik [10]sebagai [11]moda [12]transportasi [13]pendukung [14]mobilitas [15]tamu [16]negara [17]selama [18]prosesi [19]pelantikan [20]damriindonesiamaju [21]ayonaikdamri [22]damri [23]damritakesyoueverywhere
bintang tj gw mah yu mending siapin mental buat tgl mu itu biar ga drop nanti,[0]bintang [1]tj [2]gw [3]mah [4]yu [5]mending [6]siapin [7]mental [8]buat [9]tgl [10]mu [11]itu [12]biar [13]ga [14]drop [15]nanti
kalo rumah cuma deket alfa indomaret kalo kostan deket fore janji jiwa mixue ayam geprek fotocopy tempat stop pertama tj dandan indomaret alfamart alfamidi rumah sakit pasar nasgor sempol toko roti teh poci goskin rumah makan padang es kelapa klinik,[0]kalo [1]rumah [2]cuma [3]deket [4]alfa [5]indomaret [6]kalo [7]kostan [8]deket [9]fore [10]janji [11]jiwa [12]mixue [13]ayam [14]geprek [15]fotocopy [16]tempat [17]stop [18]pertama [19]tj [20]dandan [21]indomaret [22]alfamart [23]alfamidi [24]rumah [25]sakit [26]pasar [27]nasgor [28]sempol [29]toko [30]roti [31]teh [32]poci [33]goskin [34]rumah [35]makan [36]padang [37]es [38]kelapa [39]klinik
klo gk mau macet coba deh naek tj lrt atau mrt gitu sekenaknya tj kena macet lu gk terlalu capek seenggaknya klo gk penuh ayonaiktransum wkwkw nape jd kampanye wkwk,[0]klo [1]gk [2]mau [3]macet [4]coba [5]deh [6]naek [7]tj [8]lrt [9]atau [10]mrt [11]gitu [12]sekenaknya [13]tj [14]kena [15]macet [16]lu [17]gk [18]terlalu [19]capek [20]seenggaknya [21]klo [22]gk [23]penuh [24]ayonaiktransum [25]wkwkw [26]nape [27]jd [28]kampanye [29]wkwk
tolong jam pulang kantor rute b diperbanyak lagi nunggu jam di halte karet pas udh dateng bus nya full dan harus nunggu lgi,[0]tolong [1]jam [2]pulang [3]kantor [4]rute [5]b [6]diperbanyak [7]lagi [8]nunggu [9]jam [10]di [11]halte [12]karet [13]pas [14]udh [15]dateng [16]bus [17]nya [18]full [19]dan [20]harus [21]nunggu [22]lgi
rute tj dari pasar senen ke kalideres apa min,[0]rute [1]tj [2]dari [3]pasar [4]senen [5]ke [6]kalideres [7]apa [8]min
news explained juru parkir kb alias l diamankan polisi karena dianggap sering mengganggu ketertiban di sekitar halte busway petukangan utara pesanggrahan jakarta selatan ia sering memukul kendaraan dan juga warga yang lewat karena sering bekerja dalam keadaan mabuk,[0]news [1]explained [2]juru [3]parkir [4]kb [5]alias [6]l [7]diamankan [8]polisi [9]karena [10]dianggap [11]sering [12]mengganggu [13]ketertiban [14]di [15]sekitar [16]halte [17]busway [18]petukangan [19]utara [20]pesanggrahan [21]jakarta [22]selatan [23]ia [24]sering [25]memukul [26]kendaraan [27]dan [28]juga [29]warga [30]yang [31]lewat [32]karena [33]sering [34]bekerja [35]dalam [36]keadaan [37]mabuk
pajak itu soal mati hidup nya anak dan isteri soal putus tidak nya sekolah anak stiker di busway jakarta juga bertebaran diangkutan umum gerakan menolak ppn sepertinya sulit di hentikan tolakppn,[0]pajak [1]itu [2]soal [3]mati [4]hidup [5]nya [6]anak [7]dan [8]isteri [9]soal [10]putus [11]tidak [12]nya [13]sekolah [14]anak [15]stiker [16]di [17]busway [18]jakarta [19]juga [20]bertebaran [21]diangkutan [22]umum [23]gerakan [24]menolak [25]ppn [26]sepertinya [27]sulit [28]di [29]hentikan [30]tolakppn
gua pengen bisa bawa busway help,[0]gua [1]pengen [2]bisa [3]bawa [4]busway [5]help
tangga di halte busway benhil juga gini sudah pegangan sudah hatihati jalannya sama aja beberapa kali hampir jatuh,[0]tangga [1]di [2]halte [3]busway [4]benhil [5]juga [6]gini [7]sudah [8]pegangan [9]sudah [10]hatihati [11]jalannya [12]sama [13]aja [14]beberapa [15]kali [16]hampir [17]jatuh
jujurrrrr gue udah jenuh banget pp tiap pake tj,[0]jujurrrrr [1]gue [2]udah [3]jenuh [4]banget [5]pp [6]tiap [7]pake [8]tj
by the way anyway busway hari konser ga ada momen michaeng kah kangen michaeng,[0]by [1]the [2]way [3]anyway [4]busway [5]hari [6]konser [7]ga [8]ada [9]momen [10]michaeng [11]kah [12]kangen [13]michaeng
yg harus dilakukan supir tj kalo ada ada yang ngalangin di busway,[0]yg [1]harus [2]dilakukan [3]supir [4]tj [5]kalo [6]ada [7]ada [8]yang [9]ngalangin [10]di [11]busway
dari ppk kemayoran mau ke taman mini gimana ya rute tj nya,[0]dari [1]ppk [2]kemayoran [3]mau [4]ke [5]taman [6]mini [7]gimana [8]ya [9]rute [10]tj [11]nya
berdosa ini namanya pembohongan publik udah gaada harmoni central busway kek gini dan semua halte cawang itu udah direnov semua,[0]berdosa [1]ini [2]namanya [3]pembohongan [4]publik [5]udah [6]gaada [7]harmoni [8]central [9]busway [10]kek [11]gini [12]dan [13]semua [14]halte [15]cawang [16]itu [17]udah [18]direnov [19]semua
minin validator tob di kwk jak kayaknya kabelnya kendor goyang sedikit langsung restart nah ini setelah restart yang terakhir tak kunjung ready untuk memvalidasi kartu,[0]minin [1]validator [2]tob [3]di [4]kwk [5]jak [6]kayaknya [7]kabelnya [8]kendor [9]goyang [10]sedikit [11]langsung [12]restart [13]nah [14]ini [15]setelah [16]restart [17]yang [18]terakhir [19]tak [20]kunjung [21]ready [22]untuk [23]memvalidasi [24]kartu
aku sama gak sengaja kenal di busway awalnya gak tau dia enjin garagara gancinya dia domba muka uwon jadi tauu eh gak kerasa udah temenan lebih dari tahun smh,[0]aku [1]sama [2]gak [3]sengaja [4]kenal [5]di [6]busway [7]awalnya [8]gak [9]tau [10]dia [11]enjin [12]garagara [13]gancinya [14]dia [15]domba [16]muka [17]uwon [18]jadi [19]tauu [20]eh [21]gak [22]kerasa [23]udah [24]temenan [25]lebih [26]dari [27]tahun [28]smh
remember when palagi tj monterde,[0]remember [1]when [2]palagi [3]tj [4]monterde
pabili nalng po ng isang tj monterde,[0]pabili [1]nalng [2]po [3]ng [4]isang [5]tj [6]monterde
hello ini tj a arah jisb kode dmr panas bangett plis benerin ac nya dong atau ganti unit yg lebih manusiawi thanks transjakarta damri,[0]hello [1]ini [2]tj [3]a [4]arah [5]jisb [6]kode [7]dmr [8]panas [9]bangett [10]plis [11]benerin [12]ac [13]nya [14]dong [15]atau [16]ganti [17]unit [18]yg [19]lebih [20]manusiawi [21]thanks [22]transjakarta [23]damri
eh tbtb kepikiran bentar lagi dia mau graduate hiks gbs lagi memandang wajahnya tatap tatapan di pantry di busway argh sedihhhhh lt,[0]eh [1]tbtb [2]kepikiran [3]bentar [4]lagi [5]dia [6]mau [7]graduate [8]hiks [9]gbs [10]lagi [11]memandang [12]wajahnya [13]tatap [14]tatapan [15]di [16]pantry [17]di [18]busway [19]argh [20]sedihhhhh [21]lt
halo min mau tanya tadi saya naik tj k tapi saat mau tap out tulisannya masalah pada kartu dan petugas di tj blg yg perlu diinggat hari ini blm tap out ya selanjutnya harus apa min saya takut kartu saya terblokir,[0]halo [1]min [2]mau [3]tanya [4]tadi [5]saya [6]naik [7]tj [8]k [9]tapi [10]saat [11]mau [12]tap [13]out [14]tulisannya [15]masalah [16]pada [17]kartu [18]dan [19]petugas [20]di [21]tj [22]blg [23]yg [24]perlu [25]diinggat [26]hari [27]ini [28]blm [29]tap [30]out [31]ya [32]selanjutnya [33]harus [34]apa [35]min [36]saya [37]takut [38]kartu [39]saya [40]terblokir
