id,created_at,username,full_text,retweets,likes,lang,original_tweet,cleaned_full_text,rand
1.92E+18,Fri May 16 20:02:03 +0000 2025,saltygashina,eh itu si ivar beneran naek tj kah😭kok udh ada aja di tiktok anjrit WKWKWK kocak bgt anjir mau kmn dah lu var😭😭,0,0,in,eh itu si ivar beneran naek tj kah😭kok udh ada aja di tiktok anjrit WKWKWK kocak bgt anjir mau kmn dah lu var😭😭,eh itu si ivar beneran naek tj kahkok udh ada aja di tiktok anjrit WKWKWK kocak bgt anjir mau kmn dah lu var,0.56658711
1.92E+18,Thu May 08 23:29:31 +0000 2025,ahmadsaifulch,"@rachardiana_ayu @Jominangg Eh Pak Anies selama 5 tahun di Jakarta ga lho bikin infrastruktur transportasi.. Tidak ada penambahan koridor TJ, LRT Kelapa Gading - Rawamangun - Dukuh Atas di hentikan..",0,1,in,"@rachardiana_ayu @Jominangg Eh Pak Anies selama 5 tahun di Jakarta ga lho bikin infrastruktur transportasi.. Tidak ada penambahan koridor TJ, LRT Kelapa Gading - Rawamangun - Dukuh Atas di hentikan..","Eh Pak Anies selama 5 tahun di Jakarta ga lho bikin infrastruktur transportasi . . Tidak ada penambahan koridor TJ , LRT Kelapa Gading - Rawamangun - Dukuh Atas di hentikan . .",0.567148185
1.92E+18,Fri May 16 09:08:06 +0000 2025,laurapreidewe,Busetdah tj 4c goib amat dah,0,1,in,Busetdah tj 4c goib amat dah,Busetdah tj 4c goib amat dah,0.567831882
1.92E+18,Sat May 10 11:58:17 +0000 2025,merengkuhi,Agenda malam mingguan: ngetawain TJ elektrik kentut dan TJ babygirl,0,0,in,Agenda malam mingguan: ngetawain TJ elektrik kentut dan TJ babygirl,Agenda malam mingguan : ngetawain TJ elektrik kentut dan TJ babygirl,0.567982403
1.92E+18,Fri May 16 11:45:21 +0000 2025,timotiaja,"What a good day Bangun kesiangan tpi lgsg dpt bis royal, tj ke kantor dpt duduk, Bos ga dateng, ada supplier present jdi ga kerja, istirahat tenggo, ada afternoon snack, pulang tenggo, VERIF THEATER DI MINGGU, pulang tj lgsg dpt duduk, abis ini jg pada bisa nongki 😎HALELUYA https://t.co/qxgyzF7QkI",0,0,in,"What a good day Bangun kesiangan tpi lgsg dpt bis royal, tj ke kantor dpt duduk, Bos ga dateng, ada supplier present jdi ga kerja, istirahat tenggo, ada afternoon snack, pulang tenggo, VERIF THEATER DI MINGGU, pulang tj lgsg dpt duduk, abis ini jg pada bisa nongki 😎HALELUYA https://t.co/qxgyzF7QkI","What a good day Bangun kesiangan tpi lgsg dpt bis royal , tj ke kantor dpt duduk , Bos ga dateng , ada supplier present jdi ga kerja , istirahat tenggo , ada afternoon snack , pulang tenggo , VERIF THEATER DI MINGGU , pulang tj lgsg dpt duduk , abis ini jg pada bisa nongki HALELUYA",0.568153292
1.92E+18,Mon May 12 12:15:55 +0000 2025,lkjhgTJ,Pas dah naik tj baru sadar kuota gue abis trus  mesen gojeknya gmn....  Turun dari th nyari indomaret isi pulsa. Kita tanpa kuota internet tuh syulit yah,0,0,in,Pas dah naik tj baru sadar kuota gue abis trus  mesen gojeknya gmn....  Turun dari th nyari indomaret isi pulsa. Kita tanpa kuota internet tuh syulit yah,Pas dah naik tj baru sadar kuota gue abis trus mesen gojeknya gmn . . . . Turun dari th nyari indomaret isi pulsa . Kita tanpa kuota internet tuh syulit yah,0.568946826
1.92E+18,Mon May 12 04:06:40 +0000 2025,bangfadil89,"Truk Air menabrak beton busway, arah ke Cawang macet dan padat. @infojakarta https://t.co/oHQbgfYIP4",0,0,in,"Truk Air menabrak beton busway, arah ke Cawang macet dan padat. @infojakarta https://t.co/oHQbgfYIP4","Truk Air menabrak beton busway , arah ke Cawang macet dan padat .",0.570475022
1.92E+18,Fri May 16 23:57:47 +0000 2025,seeuniest,Sumpah yaaaa busway 6 tuh nunggunya masyaallah banget 😭,0,0,in,Sumpah yaaaa busway 6 tuh nunggunya masyaallah banget 😭,Sumpah yaaaa busway 6 tuh nunggunya masyaallah banget,0.571194243
1.92E+18,Sat May 10 18:14:50 +0000 2025,yeppomie,Apasi abang tj nya muter stecu2 dan gw ngakak😭🤌🏻 dia sambil bejoget anjer enjoy bgt diliat liat,0,0,in,Apasi abang tj nya muter stecu2 dan gw ngakak😭🤌🏻 dia sambil bejoget anjer enjoy bgt diliat liat,Apasi abang tj nya muter stecu2 dan gw ngakak dia sambil bejoget anjer enjoy bgt diliat liat,0.571997685
1.92E+18,Thu May 08 13:50:45 +0000 2025,Raranana24,"Serius nih pak @pramonoanung , transum gratis untuk perempuan, tj, lrt, mrt ,jk sudah masuk jkt???.",0,0,in,"Serius nih pak @pramonoanung , transum gratis untuk perempuan, tj, lrt, mrt ,jk sudah masuk jkt???.","Serius nih pak , transum gratis untuk perempuan , tj , lrt , mrt , jk sudah masuk jkt ? ? ? .",0.572590605
1.92E+18,Mon May 12 17:07:03 +0000 2025,rizki8655615399,@issyyyllll @ARSIPAJA Mending kaya di jakarta. ada bus TJ ada jaklingko ada MRT itu subsidi dari apbd .. emng jabar gk punya trasum wkwkkwk .. lu terlalu fanatik sama yang cari muka,0,1,in,@issyyyllll @ARSIPAJA Mending kaya di jakarta. ada bus TJ ada jaklingko ada MRT itu subsidi dari apbd .. emng jabar gk punya trasum wkwkkwk .. lu terlalu fanatik sama yang cari muka,Mending kaya di jakarta . ada bus TJ ada jaklingko ada MRT itu subsidi dari apbd . . emng jabar gk punya trasum wkwkkwk . . lu terlalu fanatik sama yang cari muka,0.574094506
1.92E+18,Tue May 06 13:03:48 +0000 2025,ownedbyserina,"mobil drpd mesen Grab atau nunggu pagi/jalan agak lebih sore). Belum lagi sikon transum Bandung yg belum mendukung konektivitas, beda dibandingkan Jakarta, bahkan gw berani bilang beda tipis dengan Medan (bis listrik dengan halte BRT lodek pertama di Indo, TJ kapan 😂)t",0,0,in,"mobil drpd mesen Grab atau nunggu pagi/jalan agak lebih sore). Belum lagi sikon transum Bandung yg belum mendukung konektivitas, beda dibandingkan Jakarta, bahkan gw berani bilang beda tipis dengan Medan (bis listrik dengan halte BRT lodek pertama di Indo, TJ kapan 😂)t","mobil drpd mesen Grab atau nunggu pagi / jalan agak lebih sore ) . Belum lagi sikon transum Bandung yg belum mendukung konektivitas , beda dibandingkan Jakarta , bahkan gw berani bilang beda tipis dengan Medan ( bis listrik dengan halte BRT lodek pertama di Indo , TJ kapan ) t",0.575508295
1.92E+18,Fri May 16 02:17:05 +0000 2025,ashalovemw,"lrt, bayangin kl d indo lagi nunggu tj trus diliatin minwon🫂 nunggu sejam juga aku gpp",0,0,in,"lrt, bayangin kl d indo lagi nunggu tj trus diliatin minwon🫂 nunggu sejam juga aku gpp","lrt , bayangin kl d indo lagi nunggu tj trus diliatin minwon nunggu sejam juga aku gpp",0.575934072
1.92E+18,Thu May 08 18:42:45 +0000 2025,mluthfi_id,"Buat arsip, gue pernah kerja jam 1 malem di Transjakarta. 🫠 https://t.co/qnFLte2ErM",0,3,in,"Buat arsip, gue pernah kerja jam 1 malem di Transjakarta. 🫠 https://t.co/qnFLte2ErM","Buat arsip , gue pernah kerja jam 1 malem di Transjakarta .",0.57626269
1.92E+18,Sat May 10 10:11:11 +0000 2025,tu_tahu,"@dannailyum Gue juga kalo lagi di busway suka sengaja terangin layar hp biar keliatan foto JossGawin nya, biar bisa ketemu JGS random di jalan 🤣  DESTINY CLINIC JOSSGAWIN #DestinyclinicJossGawin",0,1,in,"@dannailyum Gue juga kalo lagi di busway suka sengaja terangin layar hp biar keliatan foto JossGawin nya, biar bisa ketemu JGS random di jalan 🤣  DESTINY CLINIC JOSSGAWIN #DestinyclinicJossGawin","Gue juga kalo lagi di busway suka sengaja terangin layar hp biar keliatan foto JossGawin nya , biar bisa ketemu JGS random di jalan DESTINY CLINIC JOSSGAWIN",0.577012354
1.92E+18,Mon May 12 19:13:56 +0000 2025,SuzanneBeckman,"@Phil_Sledge Molly, Rascal &amp; TJ❤️ https://t.co/Ai93uHRPZj",0,2,in,"@Phil_Sledge Molly, Rascal &amp; TJ❤️ https://t.co/Ai93uHRPZj","Molly , Rascal & TJ",0.577121993
1.92E+18,Fri May 16 07:23:53 +0000 2025,won8wz,infokan tj tujuan korea dong guys 😔💔,0,0,in,infokan tj tujuan korea dong guys 😔💔,infokan tj tujuan korea dong guys,0.57718114
1.92E+18,Wed May 14 15:08:18 +0000 2025,gilangprbd,Berisik bener lanangan rainbow ngobrol di busway,0,0,in,Berisik bener lanangan rainbow ngobrol di busway,Berisik bener lanangan rainbow ngobrol di busway,0.577709577
1.92E+18,Fri May 16 06:32:48 +0000 2025,BEYNCNTRY,@BhobhaniN sephora? tj max at best 😂,0,32,in,@BhobhaniN sephora? tj max at best 😂,sephora ? tj max at best,0.577800622
1.92E+18,Fri May 16 14:41:41 +0000 2025,daindra,"@neoretropolism mumpung lagi rame, numpang nanya donk asal usul keberadaan 159 unit TJ disini  kenapa barbuk cuma dicuekin bertahun² dan berakhir sebagai brg pretelan lalu lenyap begitu doank? https://t.co/EYyaPPvL2A",0,0,in,"@neoretropolism mumpung lagi rame, numpang nanya donk asal usul keberadaan 159 unit TJ disini  kenapa barbuk cuma dicuekin bertahun² dan berakhir sebagai brg pretelan lalu lenyap begitu doank? https://t.co/EYyaPPvL2A","mumpung lagi rame , numpang nanya donk asal usul keberadaan 159 unit TJ disini kenapa barbuk cuma dicuekin bertahun dan berakhir sebagai brg pretelan lalu lenyap begitu doank ?",0.578001262
1.92E+18,Thu May 08 13:56:22 +0000 2025,Detectivesadiq1,@real_tijjanii @Muhdyahaya_B Kana ruwa😂😂😂 tj shi shi i no get,0,2,in,@real_tijjanii @Muhdyahaya_B Kana ruwa😂😂😂 tj shi shi i no get,Kana ruwa tj shi shi i no get,0.578482752
1.92E+18,Fri May 16 05:48:46 +0000 2025,chrollosexo,@lvsaguus tj son una plaga,0,1,in,@lvsaguus tj son una plaga,tj son una plaga,0.578786082
1.92E+18,Fri May 16 11:18:39 +0000 2025,kzuhaze,aku nangis di transjakarta…..,0,0,in,aku nangis di transjakarta…..,aku nangis di transjakarta . .,0.5792056
1.92E+18,Tue May 06 14:50:43 +0000 2025,whatsapty,"Yap, hari ini kekantor transjakarta untuk bisa liat cctv. Ternyata gabisa dikasih atau dikirim cctvnya jadi cuma bisa liat aja. Saking padatnya kurang jelas muka pelaku. Pelajaran bgt kalau naik transum untuk hati2 sama barang bawaan huhuhu😭🤧",0,0,in,"Yap, hari ini kekantor transjakarta untuk bisa liat cctv. Ternyata gabisa dikasih atau dikirim cctvnya jadi cuma bisa liat aja. Saking padatnya kurang jelas muka pelaku. Pelajaran bgt kalau naik transum untuk hati2 sama barang bawaan huhuhu😭🤧","Yap , hari ini kekantor transjakarta untuk bisa liat cctv . Ternyata gabisa dikasih atau dikirim cctvnya jadi cuma bisa liat aja . Saking padatnya kurang jelas muka pelaku . Pelajaran bgt kalau naik transum untuk hati2 sama barang bawaan huhuhu",0.57942745
1.92E+18,Sat May 10 09:46:29 +0000 2025,bubblespoy,Entahlah ini gua naik tj mau kemana arahnya,0,0,in,Entahlah ini gua naik tj mau kemana arahnya,Entahlah ini gua naik tj mau kemana arahnya,0.57978448
1.92E+18,Fri May 16 16:55:38 +0000 2025,nocturnal_clown,@pvrnachandr wakakakaakakak aku suka juga TJ x FJ lucu =)),0,0,in,@pvrnachandr wakakakaakakak aku suka juga TJ x FJ lucu =)),wakakakaakakak aku suka juga TJ x FJ lucu = ) ),0.580093257
1.92E+18,Sat May 10 10:28:09 +0000 2025,nymbgt,"@zumeww @irkhamdwi10 @ridwanhr Nah ini benar kejadian di saya sbg perantau di jkta, dlu PP ke kntr naik busway, 2 thn terakhir naik motor",0,0,in,"@zumeww @irkhamdwi10 @ridwanhr Nah ini benar kejadian di saya sbg perantau di jkta, dlu PP ke kntr naik busway, 2 thn terakhir naik motor","Nah ini benar kejadian di saya sbg perantau di jkta , dlu PP ke kntr naik busway , 2 thn terakhir naik motor",0.580162666
1.92E+18,Mon May 12 18:07:36 +0000 2025,txtdrwumbo,"@tanyakanrl Transum yang cocok untuk outfit fashionable-mu itu cuma mrt nder, naik TJ atau KRL mana sempet mikirin outfit 😭",0,0,in,"@tanyakanrl Transum yang cocok untuk outfit fashionable-mu itu cuma mrt nder, naik TJ atau KRL mana sempet mikirin outfit 😭","Transum yang cocok untuk outfit fashionable - mu itu cuma mrt nder , naik TJ atau KRL mana sempet mikirin outfit",0.580332247
1.92E+18,Thu May 08 13:39:57 +0000 2025,joeraganmadu,@innovacommunity TJ itu madu tj maksudnya,0,0,in,@innovacommunity TJ itu madu tj maksudnya,TJ itu madu tj maksudnya,0.580921087
1.92E+18,Thu May 08 15:25:09 +0000 2025,tetrispuzzle,This is so funny to me ... gaya duduk abang-abang honda adv 160 putih hobi nangkring sana sini dan pacar cantiknya yang gak boleh naik motor atau busway sama sekali sama mamanya (he has curfew too!) Anak baik-baik. 🙂‍↕️ https://t.co/HBEeqAissx,14,106,in,This is so funny to me ... gaya duduk abang-abang honda adv 160 putih hobi nangkring sana sini dan pacar cantiknya yang gak boleh naik motor atau busway sama sekali sama mamanya (he has curfew too!) Anak baik-baik. 🙂‍↕️ https://t.co/HBEeqAissx,This is so funny to me . . . gaya duduk abang - abang honda adv 160 putih hobi nangkring sana sini dan pacar cantiknya yang gak boleh naik motor atau busway sama sekali sama mamanya ( he has curfew too ! ) Anak baik - baik .,0.581055672
1.92E+18,Tue May 06 22:08:48 +0000 2025,dogbytecat,@tjdragons26 Hi TJ 🫶🏻,0,1,in,@tjdragons26 Hi TJ 🫶🏻,Hi TJ,0.581100106
1.92E+18,Tue May 06 20:14:43 +0000 2025,auliaciulia,"kangen hutan kota, kangen jalan2 naik busway, kangen nenek, kangen eksplore kopisop sendirian, atau kgn nangis di atas jembatan scbd, kangen eli, kangen bercanda sama kakek, kangen makan buah smbil di elus2 kepalanya sm nenek, kangen jakarta.",0,0,in,"kangen hutan kota, kangen jalan2 naik busway, kangen nenek, kangen eksplore kopisop sendirian, atau kgn nangis di atas jembatan scbd, kangen eli, kangen bercanda sama kakek, kangen makan buah smbil di elus2 kepalanya sm nenek, kangen jakarta.","kangen hutan kota , kangen jalan2 naik busway , kangen nenek , kangen eksplore kopisop sendirian , atau kgn nangis di atas jembatan scbd , kangen eli , kangen bercanda sama kakek , kangen makan buah smbil di elus2 kepalanya sm nenek , kangen jakarta .",0.581669796
1.92E+18,Sat May 10 05:21:51 +0000 2025,onatmeal,lo harus tau pacar lu ngechat gue pas gue lagi di tj dan LAGI BERDESAKAN DAN DIA DENGAN BAHAGIANYA MAU JAJAN @nkuromi,0,0,in,lo harus tau pacar lu ngechat gue pas gue lagi di tj dan LAGI BERDESAKAN DAN DIA DENGAN BAHAGIANYA MAU JAJAN @nkuromi,lo harus tau pacar lu ngechat gue pas gue lagi di tj dan LAGI BERDESAKAN DAN DIA DENGAN BAHAGIANYA MAU JAJAN,0.582054182
1.92E+18,Tue May 06 12:58:24 +0000 2025,wonumalang,dari blok m naik tj ke manggarai hampir 2 JAM dan dari manggarai ke BEKASI UDAH KAYAK SARANG SEMUT alias rame banget anjing bahkan gw tadi gak napak tuh di dalem gerbong,0,1,in,dari blok m naik tj ke manggarai hampir 2 JAM dan dari manggarai ke BEKASI UDAH KAYAK SARANG SEMUT alias rame banget anjing bahkan gw tadi gak napak tuh di dalem gerbong,dari blok m naik tj ke manggarai hampir 2 JAM dan dari manggarai ke BEKASI UDAH KAYAK SARANG SEMUT alias rame banget anjing bahkan gw tadi gak napak tuh di dalem gerbong,0.582195014
1.92E+18,Sat May 10 04:41:09 +0000 2025,faxmewgulf,@Lenny_diary Ini bisa buat TJ juga kah? Atau hanya MRT aja?,0,0,in,@Lenny_diary Ini bisa buat TJ juga kah? Atau hanya MRT aja?,Ini bisa buat TJ juga kah ? Atau hanya MRT aja ?,0.582536785
1.92E+18,Thu May 08 15:21:09 +0000 2025,ohhinsomnia,"TJ, MRT, LRT gak bakal ngadain promo lagi segitu mah.. dan naik tarif 😔",0,0,in,"TJ, MRT, LRT gak bakal ngadain promo lagi segitu mah.. dan naik tarif 😔","TJ , MRT , LRT gak bakal ngadain promo lagi segitu mah . . dan naik tarif",0.582573454
1.92E+18,Fri May 16 23:38:18 +0000 2025,reagnvindr,wow ada tj baru arah bekasi,0,0,in,wow ada tj baru arah bekasi,wow ada tj baru arah bekasi,0.582879957
1.92E+18,Fri May 16 18:03:34 +0000 2025,godsashe,@delightedIy Oh berarti standar macem TJ aja yah,0,0,in,@delightedIy Oh berarti standar macem TJ aja yah,Oh berarti standar macem TJ aja yah,0.584111383
1.92E+18,Thu May 08 23:21:31 +0000 2025,soleilinspring,"that kind of look that will made you fall in love, but when you grew together, ada waktu dimana ada jarak diantara mereka berdua trs akhirnya misah karena beda kantor habis itu blass hilang dari radar tbtb ketemu di TJ damnn,,,",0,0,in,"that kind of look that will made you fall in love, but when you grew together, ada waktu dimana ada jarak diantara mereka berdua trs akhirnya misah karena beda kantor habis itu blass hilang dari radar tbtb ketemu di TJ damnn,,,","that kind of look that will made you fall in love , but when you grew together , ada waktu dimana ada jarak diantara mereka berdua trs akhirnya misah karena beda kantor habis itu blass hilang dari radar tbtb ketemu di TJ damnn , , ,",0.584702635
1.92E+18,Wed May 14 23:42:36 +0000 2025,CosmoDrifto,@dmsprsttd @fajajarann_ @kozirama Sung aja mulutnya sumpel di knalpot Transjakarta woskskskss,0,0,in,@dmsprsttd @fajajarann_ @kozirama Sung aja mulutnya sumpel di knalpot Transjakarta woskskskss,Sung aja mulutnya sumpel di knalpot Transjakarta woskskskss,0.584741848
1.92E+18,Sat May 10 12:55:02 +0000 2025,senorwenceslao,"faq tj jam lapan: sini nyampe, bu? kalo sini gimana, bu? kalo sini dapet transit nga ya?",0,2,in,"faq tj jam lapan: sini nyampe, bu? kalo sini gimana, bu? kalo sini dapet transit nga ya?","faq tj jam lapan : sini nyampe , bu ? kalo sini gimana , bu ? kalo sini dapet transit nga ya ?",0.584788684
1.92E+18,Sat May 10 16:01:19 +0000 2025,ssalmanosaurus,"@strootsys gimana mau tembus, lawan nya parkir transjakarta",0,0,in,"@strootsys gimana mau tembus, lawan nya parkir transjakarta","gimana mau tembus , lawan nya parkir transjakarta",0.584988412
1.92E+18,Fri May 16 18:04:38 +0000 2025,max_dre_,TJ coming in HOT https://t.co/gr6VsHqbp7,0,0,in,TJ coming in HOT https://t.co/gr6VsHqbp7,TJ coming in HOT,0.58553424
1.92E+18,Sat May 10 11:06:54 +0000 2025,jkeuyo,"min @PT_Transjakarta izin bertanya pemberangkatan terakhir untuk tj rute 10H dari tanjung priok ke jelembar berarti kan rute 8 atau 3f pokoknyaa, buat di hari minggu (besok) jam berapa yaa yg terakhir? Terima kasih",0,0,in,"min @PT_Transjakarta izin bertanya pemberangkatan terakhir untuk tj rute 10H dari tanjung priok ke jelembar berarti kan rute 8 atau 3f pokoknyaa, buat di hari minggu (besok) jam berapa yaa yg terakhir? Terima kasih","min pt_transjakarta izin bertanya pemberangkatan terakhir untuk tj rute 10H dari tanjung priok ke jelembar berarti kan rute 8 atau 3f pokoknyaa , buat di hari minggu ( besok ) jam berapa yaa yg terakhir ? Terima kasih",0.58596574
1.92E+18,Fri May 16 10:41:21 +0000 2025,officialinews_,"Terekam CCTV, Ibu-ibu Pencuri Laptop di Bus Transjakarta Ditangkap Polisi https://t.co/60KAs0V0a9",0,0,in,"Terekam CCTV, Ibu-ibu Pencuri Laptop di Bus Transjakarta Ditangkap Polisi https://t.co/60KAs0V0a9","Terekam CCTV , Ibu - ibu Pencuri Laptop di Bus Transjakarta Ditangkap Polisi",0.586154943
1.92E+18,Sat May 10 16:54:48 +0000 2025,MRaja10368,@shayan_speaks Tmari maa b kisi porn star k sath soii thi jo tj jesa kuta paida hua,0,0,in,@shayan_speaks Tmari maa b kisi porn star k sath soii thi jo tj jesa kuta paida hua,Tmari maa b kisi porn star k sath soii thi jo tj jesa kuta paida hua,0.586994056
1.92E+18,Thu May 08 13:34:29 +0000 2025,fritwesxm,Senayan-Kuningan-Bekasi naik TJ dan LRT. Range harga dan waktu sama aja kayak biasanya gue naik bis🤣  Diselang-seling ok laaaa,0,0,in,Senayan-Kuningan-Bekasi naik TJ dan LRT. Range harga dan waktu sama aja kayak biasanya gue naik bis🤣  Diselang-seling ok laaaa,Senayan - Kuningan - Bekasi naik TJ dan LRT . Range harga dan waktu sama aja kayak biasanya gue naik bis Diselang - seling ok laaaa,0.587070545
1.92E+18,Fri May 16 20:18:12 +0000 2025,blukutukbleketk,"@NenkMonica bener lu bang, tentara itu perang, bukan jagain jalur busway.",0,0,in,"@NenkMonica bener lu bang, tentara itu perang, bukan jagain jalur busway.","bener lu bang , tentara itu perang , bukan jagain jalur busway .",0.587132685
1.92E+18,Fri May 16 11:54:53 +0000 2025,bagusardiansy11,@butterswt @tfsurabaya @vandaljumawa @MakanyaSekolah @neoretropolism Jawab aja tuh soalnya... Gimana cara ke tempat itu...kan kata lu riwa riwi better than TJ,0,0,in,@butterswt @tfsurabaya @vandaljumawa @MakanyaSekolah @neoretropolism Jawab aja tuh soalnya... Gimana cara ke tempat itu...kan kata lu riwa riwi better than TJ,Jawab aja tuh soalnya . . . Gimana cara ke tempat itu . . . kan kata lu riwa riwi better than TJ,0.587827621
1.92E+18,Wed May 14 22:53:00 +0000 2025,agayugu_,"baru tau ada rute tj 4K kemarin. akhirnya menemukan pilihan transum lebih hemat lainnya menuju rumah adat Jaksel, walau pilihannya waktu yg lebih panjang karena jalurnya pasti macet selalu kalo bukan libur atau tanggal merah~",0,0,in,"baru tau ada rute tj 4K kemarin. akhirnya menemukan pilihan transum lebih hemat lainnya menuju rumah adat Jaksel, walau pilihannya waktu yg lebih panjang karena jalurnya pasti macet selalu kalo bukan libur atau tanggal merah~","baru tau ada rute tj 4K kemarin . akhirnya menemukan pilihan transum lebih hemat lainnya menuju rumah adat Jaksel , walau pilihannya waktu yg lebih panjang karena jalurnya pasti macet selalu kalo bukan libur atau tanggal merah ~",0.588068643
1.92E+18,Mon May 12 13:54:44 +0000 2025,Renjiro_Junichi,"@shitpostrans Pejabat sini sebenernya pengen naik TJ, cuman karena malu diliatin banyak orang akhirnya naik TJnya pake mobil pribadi",0,6,in,"@shitpostrans Pejabat sini sebenernya pengen naik TJ, cuman karena malu diliatin banyak orang akhirnya naik TJnya pake mobil pribadi","Pejabat sini sebenernya pengen naik TJ , cuman karena malu diliatin banyak orang akhirnya naik TJnya pake mobil pribadi",0.588457393
1.92E+18,Thu May 08 15:33:56 +0000 2025,lieverfool,"4 hari di jkt juga gue ngebatinnya ""iri banget sama transumnya jakarta"" LRT, MRT, KRL, TJ. 2040 pun gue skeptis kalimantan ada beginian.",0,0,in,"4 hari di jkt juga gue ngebatinnya ""iri banget sama transumnya jakarta"" LRT, MRT, KRL, TJ. 2040 pun gue skeptis kalimantan ada beginian.","4 hari di jkt juga gue ngebatinnya "" iri banget sama transumnya jakarta "" LRT , MRT , KRL , TJ . 2040 pun gue skeptis kalimantan ada beginian .",0.588847472
1.92E+18,Tue May 06 13:52:27 +0000 2025,vlowrry,duh ajg tj dingin banget,0,0,in,duh ajg tj dingin banget,duh ajg tj dingin banget,0.589073269
1.92E+18,Mon May 12 10:17:12 +0000 2025,cicicicif0rger,rame bgt anjg akhirnya malah ketinggalan tj,0,0,in,rame bgt anjg akhirnya malah ketinggalan tj,rame bgt anjg akhirnya malah ketinggalan tj,0.59041817
1.92E+18,Tue May 06 12:44:28 +0000 2025,2DumYinzers,@_MLFootball @lexiosborne @DrewGarrison @shawnemerriman @KennyKing_Jr @TommyG105 @SconnieColt @thebengalorian @British_Raven19 @_jason_777 TJ Watt. Cam Heyward.,0,0,in,@_MLFootball @lexiosborne @DrewGarrison @shawnemerriman @KennyKing_Jr @TommyG105 @SconnieColt @thebengalorian @British_Raven19 @_jason_777 TJ Watt. Cam Heyward.,TJ Watt . Cam Heyward .,0.59047276
1.92E+18,Mon May 12 07:08:15 +0000 2025,hongunyil,gw mau izin ke aeon tj barat buat beli sushi sama kopi aja izinnya harus sambil nangis ke bapak gw krn ngiranya gw mau cabut main :____),0,0,in,gw mau izin ke aeon tj barat buat beli sushi sama kopi aja izinnya harus sambil nangis ke bapak gw krn ngiranya gw mau cabut main :____),gw mau izin ke aeon tj barat buat beli sushi sama kopi aja izinnya harus sambil nangis ke bapak gw krn ngiranya gw mau cabut main : ____ ),0.5910749
1.92E+18,Mon May 12 14:44:17 +0000 2025,ohstania,Udah engga sabar naik tj yaa pah 🤭,1,1,in,Udah engga sabar naik tj yaa pah 🤭,Udah engga sabar naik tj yaa pah,0.59117268
1.92E+18,Fri May 16 02:48:01 +0000 2025,elefaeldoriuef,Hal random yang selalu gw lakuin semenjak kerja yaitu setiap hari sabtu naik Tj jogja muter muter dari jam 3 sore sampe malem wkwkwk. Tiap turun di halte concat atau ngabean gw selalu diem aja sambil lihatin jalanan,0,1,in,Hal random yang selalu gw lakuin semenjak kerja yaitu setiap hari sabtu naik Tj jogja muter muter dari jam 3 sore sampe malem wkwkwk. Tiap turun di halte concat atau ngabean gw selalu diem aja sambil lihatin jalanan,Hal random yang selalu gw lakuin semenjak kerja yaitu setiap hari sabtu naik Tj jogja muter muter dari jam 3 sore sampe malem wkwkwk . Tiap turun di halte concat atau ngabean gw selalu diem aja sambil lihatin jalanan,0.593382686
1.92E+18,Tue May 06 12:49:35 +0000 2025,simarpil,HAHAHAHHA CEKIKIKAN DI TJ,0,0,in,HAHAHAHHA CEKIKIKAN DI TJ,HAHAHAHHA CEKIKIKAN DI TJ,0.594041568
1.92E+18,Fri May 16 01:10:23 +0000 2025,anttheiahr,mas mas tj nya bingung gk y kyk dih kocak u keluar dr 13b masuk lg 13b,0,0,in,mas mas tj nya bingung gk y kyk dih kocak u keluar dr 13b masuk lg 13b,mas mas tj nya bingung gk y kyk dih kocak u keluar dr 13b masuk lg 13b,0.594105546
1.92E+18,Thu May 08 14:13:20 +0000 2025,keshbi19,*pasok TJ*  🎶sa huli.... 🎶palagi... 🎶babalik pa rin sa yakap mo,0,7,tl,*pasok TJ*  🎶sa huli.... 🎶palagi... 🎶babalik pa rin sa yakap mo,* pasok TJ * sa huli . . . . palagi . . . babalik pa rin sa yakap mo,0.59412194
1.92E+18,Tue May 06 13:26:58 +0000 2025,jonathwang_jh,"Saya mohon maaf kalau pesan burung hantu agak lama dibalas, soalnya pm masih adjustment kembali ke Indonesia dan stress dihantam antri tj dan krl 🥲",0,1,in,"Saya mohon maaf kalau pesan burung hantu agak lama dibalas, soalnya pm masih adjustment kembali ke Indonesia dan stress dihantam antri tj dan krl 🥲","Saya mohon maaf kalau pesan burung hantu agak lama dibalas , soalnya pm masih adjustment kembali ke Indonesia dan stress dihantam antri tj dan krl",0.594448161
1.92E+18,Wed May 14 16:24:59 +0000 2025,sikkeuro0o,"Mas, klo ga capek aku pulangnya pasti naik tj. Ingetin ya",0,0,in,"Mas, klo ga capek aku pulangnya pasti naik tj. Ingetin ya","Mas , klo ga capek aku pulangnya pasti naik tj . Ingetin ya",0.596177419
1.92E+18,Fri May 16 03:06:48 +0000 2025,kyoong_i,Cibubur tm kesanaan plis butuh bgt ada tj atau Burlingko? juga,0,0,in,Cibubur tm kesanaan plis butuh bgt ada tj atau Burlingko? juga,Cibubur tm kesanaan plis butuh bgt ada tj atau Burlingko ? juga,0.597113042
1.92E+18,Sat May 10 20:31:22 +0000 2025,peyeeeek,Apa kabar kalau mereka naik TJ Zhongtong 😁,0,32,in,Apa kabar kalau mereka naik TJ Zhongtong 😁,Apa kabar kalau mereka naik TJ Zhongtong,0.597222877
